CustomerID,Age,Gender,AnnualIncome,SpendingScore,Product,ProductPrice
1854,54,Female,44332,11407,Clothes,893.72
1973,35,Male,96735,1245,Shoes,251.31
1235,22,Male,38417,3044,Lamp,477.35
1300,46,Male,60326,8458,TV,911.67
1064,24,Female,76851,3138,TV,835.33
1741,53,Male,47063,7273,Smartphone,200.03
1730,55,Female,96790,8080,AC,565.8
1115,58,Female,116256,10781,Laptop,841.79
1384,52,Female,45764,2426,AC,768.05
1299,60,Male,68068,4377,Sofa,862.97
1804,40,Female,104498,8699,Sofa,168.99
1017,18,Female,137780,6570,Shoes,528.68
1555,52,Female,70793,4167,Clothes,200.67
1398,58,Male,92591,6931,Laptop,380.55
1503,25,Female,57138,11654,Lamp,637.41
1651,61,Female,84240,7938,Clothes,243.49
1946,33,Female,131016,2779,TV,959.88
1964,32,Male,129790,6831,Sofa,463.85
1586,63,Male,95835,7750,Smartphone,409.28
1594,30,Male,76342,8202,TV,402.82
1911,45,Female,108423,8035,Dustbin,534.34
1565,69,Female,135618,2784,Shoes,498.21
1414,46,Male,55415,1509,Shoes,188.2
1948,41,Male,42865,3880,Smartphone,529.87
1538,70,Female,57804,12408,AC,136.34
1919,62,Male,57644,8888,Laptop,381.42
1441,55,Male,132962,8271,Laptop,464.78
1240,61,Female,38876,7719,Sofa,306.68
1356,32,Female,146745,11826,Shoes,396.5
1283,57,Male,66154,1039,Lamp,706.98
1432,40,Male,118689,7651,Laptop,32.59
1816,52,Female,120540,9675,Laptop,575.69
1808,44,Female,84357,4323,Shoes,708.17
1442,20,Male,76289,6961,AC,357.23
1108,30,Female,146528,6652,Smartphone,540.24
1236,53,Female,117301,7757,Lamp,161.14
1076,23,Female,118702,7711,Smartphone,713.61
1459,49,Male,131887,9164,Smartphone,805.65
1837,42,Female,96078,11624,Clothes,278.43
1100,45,Male,133446,719,Sofa,302.44
1640,66,Male,49244,8372,AC,187.02
1228,19,Female,48736,10568,Shoes,720.34
1709,63,Female,128495,7651,Dustbin,218.98
1476,45,Male,34293,9920,Laptop,863.4
1090,40,Male,139370,3274,Sofa,137.01
1885,31,Male,143101,1818,Smartphone,292.42
1971,34,Female,120146,10873,Dustbin,189.61
1881,30,Male,97768,2108,Dustbin,962.56
1413,30,Male,71317,3339,Smartphone,788.04
1761,49,Female,44665,4662,Dustbin,346.87
1689,57,Female,46214,11003,Shoes,358.01
1740,54,Male,73791,2837,Laptop,26.2
1807,20,Female,74916,2151,Clothes,138.2
1233,34,Female,103312,1156,Clothes,287.27
1413,34,Female,83818,9111,Shoes,540.61
1648,49,Male,111784,10923,Sofa,481.88
1535,32,Female,71499,9833,Laptop,336.75
1171,56,Male,129936,172,Clothes,961.5
1808,51,Male,64956,1489,TV,582.2
1780,70,Male,79842,10084,Shoes,264.68
1473,33,Male,37063,9287,Smartphone,736.74
1283,34,Female,57911,10056,Laptop,570.95
1866,59,Male,63525,2603,Dustbin,907.85
1145,55,Female,50115,3030,TV,682.23
1256,21,Male,86277,4935,Sofa,727.81
1884,29,Male,92739,11355,Shoes,650.76
1553,21,Male,123845,10233,Smartphone,268.39
1417,48,Male,53954,5906,Lamp,190.51
1671,60,Female,36530,4400,Shoes,213.1
1314,20,Female,138927,949,Laptop,547.01
1519,24,Male,140127,2111,Lamp,793.58
1161,62,Female,139811,7861,Shoes,839.49
1846,70,Male,44252,8351,Shoes,895.51
1155,31,Male,58226,8500,Clothes,627.05
1309,21,Male,86646,3750,TV,359.33
1691,56,Male,54103,6204,Clothes,181.66
1785,64,Female,53315,7212,Lamp,542.34
1978,59,Male,48814,12080,Lamp,867.83
1910,38,Female,148511,8236,Laptop,814.89
1117,62,Female,34723,10241,Lamp,346.91
1115,33,Female,72090,1173,Laptop,467.49
1227,39,Female,119357,5225,Shoes,998.74
1132,57,Male,139663,2918,Smartphone,636.21
1780,26,Male,35220,2760,Smartphone,240.01
1034,48,Male,52545,11026,Dustbin,294.25
1281,47,Male,70458,1928,AC,223.15
1428,27,Female,67848,3314,Sofa,933.28
1743,61,Male,123505,11459,Smartphone,242
1078,69,Female,69428,6419,Smartphone,957.48
1284,44,Male,133638,4024,Dustbin,479.31
1655,61,Male,109560,7189,Lamp,914.69
1823,48,Female,87142,2918,Sofa,779.19
1458,32,Male,113221,2424,Clothes,712.72
1294,55,Male,68638,941,Lamp,406.71
1376,41,Female,74860,1974,Laptop,468.37
1761,52,Female,74606,951,Lamp,503.15
1262,22,Female,73400,7168,Lamp,990.64
1037,68,Male,130307,9425,Lamp,985.57
1803,49,Female,143080,5984,Smartphone,820.71
1775,23,Female,87702,6213,Lamp,965.71
1259,47,Male,54155,12037,Shoes,656.3
1342,42,Male,89805,158,Laptop,723.92
1733,57,Male,40191,11619,Dustbin,763.71
1080,57,Female,135755,6591,AC,561.98
1899,22,Female,44849,1734,Sofa,415.95
1441,29,Female,73300,6220,Lamp,464.75
1821,40,Female,148970,1415,Dustbin,10.2
1089,67,Male,132118,4876,Laptop,874.17
1136,46,Male,131130,1886,Clothes,601.26
1029,42,Male,114211,11475,Shoes,840.28
1208,35,Female,68526,11199,Laptop,833.15
1184,25,Male,113768,5911,Shoes,294.46
1433,20,Female,141597,4604,Shoes,447.66
1704,57,Female,108334,3032,Clothes,742.14
1793,33,Male,132802,6913,Laptop,264
1083,47,Female,122953,10265,Dustbin,453.66
1739,56,Female,69951,10364,TV,553.19
1565,64,Female,81574,3724,AC,494.42
1863,20,Male,140899,6749,Smartphone,731.09
1522,28,Male,87747,10786,Smartphone,384.23
1206,46,Female,75175,3129,Shoes,550.63
1377,49,Male,148000,11996,Dustbin,634.09
1190,54,Female,79846,837,Dustbin,678.38
1134,45,Male,113168,774,Smartphone,925.41
1273,28,Female,124285,7906,AC,517.39
1885,29,Female,50699,1353,TV,960.39
1494,69,Female,105664,11139,Sofa,449.94
1969,20,Female,129162,5081,Shoes,431.6
1780,55,Female,71784,9601,AC,390.54
1361,55,Female,109503,9074,TV,166.61
1335,34,Male,54342,7075,AC,382.86
1038,31,Male,86217,2156,Clothes,275.68
1949,45,Female,51106,11921,Clothes,182.5
1167,70,Male,126016,10906,Shoes,606.51
1437,62,Male,100012,2939,AC,429.79
1670,52,Male,40908,6102,Lamp,639.72
1504,44,Male,43874,4063,Shoes,432.34
1832,33,Male,105518,11580,Shoes,17.79
1579,66,Male,123570,1191,AC,779.03
1419,30,Female,63508,3590,Clothes,306.57
1868,66,Male,38304,450,Sofa,873.39
1190,25,Female,69304,5033,Lamp,472.24
1195,57,Female,43048,1547,Clothes,683.42
1356,33,Male,140912,952,Dustbin,793.12
1632,19,Female,86681,2733,Lamp,79.51
1795,61,Female,94074,2167,Laptop,47.2
1816,70,Male,106349,12302,AC,13.24
1240,22,Female,80274,12232,Lamp,479.75
1677,19,Female,140776,6594,Laptop,820.48
1513,66,Male,63345,8536,Laptop,587.45
1163,45,Female,131939,2744,Lamp,280.55
1573,42,Female,66331,4616,Laptop,370.73
1270,29,Female,32644,9304,Smartphone,877.35
1142,28,Male,78442,3448,Lamp,362.63
1500,28,Male,47719,10136,TV,643.78
1466,70,Male,122111,1419,TV,947.12
1629,27,Female,62159,2388,Lamp,798.04
1000,70,Female,72756,2020,Clothes,58.78
1379,41,Female,76466,969,Sofa,537.63
1505,61,Male,36643,10551,Shoes,251.81
1077,29,Male,66947,11508,Sofa,294.13
1348,62,Female,133929,11626,Dustbin,398.75
1379,36,Male,102237,1386,Lamp,280.72
1309,70,Female,68219,1303,AC,369.15
1844,54,Male,66714,1725,Sofa,982.94
1823,64,Male,47315,6062,Sofa,377.88
1134,65,Female,124524,4492,TV,66.69
1202,50,Male,136546,7838,AC,51.71
1282,49,Male,81553,1947,Laptop,633.39
1199,48,Female,121642,6537,Lamp,441.12
1479,58,Male,81817,1609,Dustbin,511.57
1414,20,Female,40713,7482,Clothes,390.64
1894,61,Female,53891,6694,Clothes,392
1431,39,Male,42675,4593,Shoes,296.57
1252,40,Male,42361,5992,Sofa,245.87
1146,61,Female,60069,4503,Laptop,709.78
1953,31,Female,105661,9883,Dustbin,756.13
1899,34,Female,131279,4952,Clothes,199.17
1732,68,Female,65068,5029,Clothes,722.97
1025,66,Male,65169,2942,Smartphone,821.64
1728,60,Female,76187,11481,Clothes,449.73
1501,54,Female,84509,863,Shoes,587.3
1041,23,Female,134535,4619,Laptop,219.78
1256,65,Male,133487,5377,Dustbin,811.78
1063,63,Female,58793,4785,AC,656.88
1689,39,Male,126486,8080,Lamp,641.39
1314,59,Female,47208,5604,AC,238.78
1351,33,Female,88072,9880,Shoes,764.66
1347,27,Male,54477,11118,Dustbin,796.68
1143,36,Female,98238,10766,Lamp,542.83
1643,48,Male,96433,9028,Smartphone,901.38
1227,35,Male,123226,11977,Sofa,409.15
1155,33,Female,147777,6377,AC,961.97
1031,62,Male,118168,5909,Smartphone,753.13
1288,62,Male,96976,7831,AC,900.57
1815,70,Female,49227,11929,Sofa,135.95
1978,56,Female,123576,6060,Dustbin,246.85
1277,66,Female,128337,12192,Laptop,267.29
1643,39,Male,59028,2695,Clothes,36.81
1459,35,Male,93822,559,Smartphone,894.79
1686,21,Female,108720,7007,Clothes,385.64
1110,64,Male,35127,3112,Lamp,661.6
1901,35,Female,65425,7198,TV,305.23
1248,64,Male,82227,7364,TV,340.56
1585,42,Male,78952,4930,Lamp,167.68
1218,70,Female,111333,4300,Lamp,214.3
1361,32,Male,106689,3209,Smartphone,724.41
1014,18,Male,92119,9964,Laptop,520.35
1587,42,Female,44841,332,Shoes,137.56
1821,54,Male,65057,10083,AC,733.13
1315,18,Female,117273,9082,TV,848.68
1568,19,Female,82400,6197,Clothes,432.65
1448,57,Female,106615,6877,TV,173.51
1603,53,Male,86490,11245,Dustbin,449.79
1049,37,Female,144839,1588,Dustbin,927.97
1401,24,Female,43300,1636,AC,967.92
1531,24,Male,78709,6255,Clothes,486.2
1376,28,Female,125856,7295,Dustbin,410.95
1711,19,Male,71402,6463,Clothes,855.52
1888,41,Female,53908,8200,TV,656.69
1021,45,Male,111649,694,Dustbin,851.64
1794,43,Female,30460,7469,Clothes,638.45
1183,68,Female,110928,2110,TV,604.08
1938,64,Male,46744,9406,TV,323.5
1910,29,Female,79204,7752,Laptop,80.77
1570,65,Male,130763,11174,Lamp,682.98
1560,25,Male,72731,6224,TV,628.84
1248,44,Female,113083,7987,TV,788.27
1404,58,Female,134548,3967,Laptop,705.59
1601,20,Male,107549,3643,Dustbin,482.4
1555,53,Female,80852,10995,Smartphone,157.14
1754,60,Female,103164,1712,Dustbin,834.42
1799,50,Male,34380,8186,Shoes,952.19
1259,41,Female,80502,2645,Clothes,530.91
1689,65,Female,88304,8128,Lamp,877.34
1739,54,Male,75208,9428,AC,191.33
1206,68,Male,103566,8535,Clothes,269.04
1169,47,Female,126779,4976,Laptop,480.55
1011,69,Male,97250,646,AC,10.76
1581,36,Female,148740,10166,Smartphone,694.59
1325,50,Male,137457,1091,Shoes,670.7
1639,30,Female,80072,10722,TV,489.99
1822,31,Male,67205,8412,Dustbin,28.68
1095,30,Female,68355,515,Clothes,697.41
1023,24,Female,51070,2230,Sofa,516.87
1747,25,Female,31301,5156,Laptop,131.37
1119,60,Male,117809,889,Clothes,182.72
1977,39,Male,56412,8665,Lamp,34.22
1866,47,Female,120399,8936,Sofa,925.17
1933,44,Male,148158,1856,AC,734.47
1356,56,Male,115675,5866,Dustbin,77.5
1074,40,Male,47418,3024,Lamp,416.1
1643,61,Female,145827,10678,Shoes,682.71
1761,69,Female,85968,10560,TV,944.28
1068,55,Female,91026,3842,Lamp,456.58
1154,45,Female,83708,10480,TV,841.35
1053,52,Female,40232,6377,Smartphone,678.66
1760,57,Male,99168,2168,TV,876.64
1044,41,Female,45116,5899,Shoes,654.82
1482,45,Male,90254,2858,TV,394.69
1234,34,Female,86377,1174,Dustbin,656.22
1843,51,Female,58040,3786,Dustbin,537.93
1489,39,Female,118550,8035,Lamp,613.94
1018,53,Female,66704,1091,Clothes,301.55
1482,18,Male,94222,577,Clothes,39.41
1264,60,Female,85901,9103,Clothes,310.97
1229,54,Male,94659,1938,AC,887.84
1012,30,Male,132664,7017,Clothes,75.81
1718,50,Male,62746,856,Shoes,331.27
1843,32,Female,46522,4693,Laptop,760.97
1415,43,Male,148644,572,Laptop,755.14
1197,46,Male,36510,2597,Laptop,352.1
1155,36,Male,92324,7151,AC,386.09
1477,36,Female,113717,1802,Lamp,896.8
1473,58,Female,90067,481,Sofa,395.05
1160,61,Female,106630,620,Sofa,443.88
1106,61,Male,97894,5489,Clothes,151.34
1255,38,Male,125224,12109,AC,257.59
1421,55,Male,86892,7071,Sofa,558.11
1082,40,Female,130848,7239,TV,277.67
1776,29,Female,44691,6915,AC,668.95
1247,33,Female,127001,1158,Smartphone,320.82
1418,38,Male,36097,3791,Sofa,658.84
1832,39,Male,31212,497,Dustbin,586.07
1879,55,Male,143104,8738,Smartphone,224.21
1871,61,Male,48785,5728,AC,753.13
1791,57,Male,68145,8970,Lamp,262.32
1420,67,Male,144537,10938,Lamp,964.4
1982,64,Male,98071,7348,Clothes,779.46
1572,37,Female,132374,1427,Smartphone,303.99
1516,39,Male,142735,6093,Laptop,781.84
1633,42,Female,139954,8916,Smartphone,409.38
1594,40,Male,87504,1644,Laptop,993.11
1823,60,Female,148743,6769,AC,269.31
1665,25,Female,34579,6177,TV,48.26
1671,44,Male,115534,3638,AC,317.24
1813,66,Female,33819,8127,AC,827.03
1639,43,Male,52594,9134,Lamp,719.2
1703,28,Female,87830,6535,TV,157.71
1942,50,Female,60554,6444,Lamp,158.5
1934,48,Female,125232,5949,Laptop,388.37
1336,31,Male,76167,10619,TV,355.54
1487,28,Female,77906,7513,Sofa,481.27
1047,58,Male,84068,6078,Lamp,464.78
1762,64,Male,52051,12029,TV,12.21
1875,25,Female,78306,6248,Shoes,591.04
1682,65,Male,100775,2369,Clothes,763.63
1318,26,Male,142371,5607,Sofa,118.72
1094,19,Male,76869,8636,AC,51.76
1674,42,Male,109934,1486,Clothes,223.12
1528,59,Male,98499,8320,Dustbin,568.82
1642,41,Male,123392,372,Clothes,963.49
1325,42,Male,128557,6645,Smartphone,663.8
1014,25,Male,135531,2715,Dustbin,916.75
1348,64,Male,43622,1407,Clothes,557.06
1258,18,Male,117508,3130,Sofa,351
1606,33,Male,105823,6060,Shoes,145.71
1459,25,Female,58713,4131,TV,27.88
1382,49,Male,117411,6442,AC,54.89
1421,57,Female,79166,10508,AC,300.52
1787,23,Female,47975,11974,TV,36.04
1395,68,Male,148463,6296,Lamp,440.98
1199,49,Male,90130,4287,Laptop,68.75
1251,27,Male,129331,4298,Shoes,247.47
1715,70,Female,140500,6986,AC,436.4
1685,54,Female,75314,7308,Smartphone,234.87
1307,24,Male,142165,3307,TV,945.31
1327,29,Female,75979,6856,Laptop,714.75
1869,49,Female,124964,3445,Dustbin,388.01
1307,55,Male,92932,7444,Sofa,917.45
1931,37,Female,133164,10903,Smartphone,105.61
1101,40,Male,96491,7826,Clothes,879.5
1929,67,Male,78814,9900,Shoes,624.8
1545,56,Female,114585,5413,Lamp,798.55
1719,36,Female,90663,6788,Clothes,769.61
1258,25,Male,59373,1758,Clothes,231.66
1351,52,Female,40449,5843,Lamp,193.95
1519,30,Male,42500,9677,Laptop,656.82
1541,61,Male,131365,2313,TV,476.01
1372,69,Male,63591,5148,Sofa,874.37
1100,21,Female,41285,9850,Laptop,99.06
1270,18,Female,42832,9524,Laptop,589.95
1868,28,Female,66613,497,Laptop,997.62
1922,43,Female,73538,11841,Shoes,772.11
1560,69,Female,99147,11329,Shoes,479.28
1414,28,Female,92901,12049,Sofa,253.98
1320,28,Female,89047,8285,Clothes,417.63
1018,22,Female,30634,11395,Smartphone,295.82
1768,32,Female,145707,4764,Shoes,245.56
1943,66,Female,52476,5725,Sofa,208.98
1663,59,Male,57105,7231,Clothes,105.35
1586,51,Male,92025,6676,Sofa,934.32
1678,59,Male,42958,11590,TV,539.84
1159,64,Female,53109,9481,Clothes,254.21
1321,60,Male,139866,741,Sofa,706.28
1326,65,Female,127855,10976,Dustbin,959.45
1532,46,Male,63977,9608,Smartphone,930.49
1299,23,Female,60013,11655,Sofa,92.34
1913,22,Male,75930,4501,Smartphone,49.06
1238,36,Female,34968,727,Smartphone,501.56
1310,30,Male,126255,1488,Clothes,222.15
1098,59,Male,30577,1037,Shoes,167.16
1933,44,Male,101949,5484,Dustbin,643.23
1214,22,Male,100825,2766,Shoes,616.63
1721,19,Female,130223,10405,Shoes,192.59
1743,64,Female,97912,7112,TV,963.43
1239,23,Female,50945,12105,Dustbin,480.83
1684,55,Female,30007,8353,Laptop,370.11
1918,28,Female,88978,5250,Smartphone,370.84
1789,39,Female,121955,3035,Shoes,213.51
1159,42,Male,89284,9798,Shoes,663.14
1383,27,Female,46454,178,Laptop,437.46
1013,23,Male,135275,7008,Laptop,145.19
1588,69,Female,115457,12101,Lamp,379.19
1811,42,Female,37946,713,Shoes,499.34
1889,57,Female,142468,974,Shoes,381
1699,36,Female,78413,4759,Shoes,414.01
1672,69,Female,68343,2904,Lamp,727.04
1835,43,Female,40753,1222,Clothes,435.09
1317,36,Female,48744,7936,Laptop,741.7
1337,25,Male,33029,6448,AC,984.69
1262,41,Female,104672,11843,Smartphone,518.89
1703,65,Male,37064,7675,Shoes,335.75
1446,60,Male,110446,5568,AC,104.15
1505,62,Female,60945,6664,AC,902.81
1189,43,Female,126037,4330,Lamp,126.23
1518,44,Female,148430,5438,Dustbin,765.94
1048,34,Female,149230,12392,TV,947.78
1884,38,Male,47003,9361,Lamp,194.87
1575,66,Female,98167,11090,Shoes,517.2
1210,48,Male,89219,4357,Sofa,691.61
1316,38,Female,78488,1541,Shoes,794.86
1259,69,Female,104171,1122,AC,721.88
1744,24,Female,111680,9317,Lamp,458.58
1406,55,Male,31791,7489,Clothes,310.55
1709,40,Female,103285,7144,TV,684.6
1195,47,Male,64710,11070,Sofa,695.95
1598,30,Female,68239,9150,Sofa,274.95
1263,68,Male,61367,4591,TV,731.07
1616,24,Female,141559,8552,Laptop,950.74
1080,20,Male,97887,4084,Lamp,232.15
1095,25,Female,50034,1583,TV,185.85
1271,69,Male,59524,446,Sofa,950.21
1611,55,Female,67714,2941,AC,82.79
1496,36,Male,72688,1566,Dustbin,767.25
1343,59,Male,86701,5698,AC,314
1341,46,Female,138390,6446,Lamp,17.53
1718,37,Male,108039,6330,AC,930.84
1971,37,Male,106711,9337,Smartphone,559.49
1319,66,Female,114942,9795,TV,339.4
1850,25,Male,78160,10722,TV,510.85
1922,25,Female,76912,6872,Laptop,575.39
1408,61,Male,105174,4274,Dustbin,815.52
1372,35,Male,31793,11816,Dustbin,645.11
1834,37,Female,54310,1551,Dustbin,792.27
1744,67,Female,48274,4956,Laptop,947.12
1901,30,Male,31962,5959,Laptop,22.36
1978,63,Male,58600,4310,AC,15.41
1888,62,Female,43064,4638,Lamp,471.81
1393,18,Male,43876,2271,Sofa,966.76
1405,31,Male,133704,11831,Sofa,974.59
1230,31,Male,107664,6690,Laptop,785.02
1684,55,Female,121871,6375,Lamp,785.25
1964,29,Female,46231,6480,Sofa,228.67
1056,41,Female,141067,2046,Dustbin,77.63
1992,18,Female,117212,2270,AC,898.41
1116,49,Male,64076,6614,Lamp,925.82
1715,49,Female,106406,1546,Clothes,295.86
1031,58,Female,126637,9843,Sofa,325.43
1405,47,Female,34444,504,Lamp,318.79
1372,64,Female,103782,3050,Sofa,554.97
1287,36,Female,63399,11356,Sofa,279.51
1596,27,Female,63049,9371,AC,118.93
1022,59,Female,69624,9501,Laptop,253.12
1129,65,Male,63075,8579,Laptop,256.77
1208,70,Female,111109,11981,Laptop,607.26
1348,21,Female,109578,6902,AC,498.09
1208,54,Female,141909,1786,Dustbin,959.7
1452,19,Female,131370,2640,Sofa,418.12
1451,47,Female,82975,5496,Smartphone,419.94
1270,70,Female,38489,2185,Sofa,430.23
1868,24,Male,145976,6832,Laptop,45.76
1785,40,Female,99938,10555,Dustbin,433.26
1218,52,Female,119887,5968,AC,971.11
1461,24,Male,73830,9628,Clothes,743.98
1908,21,Female,82020,7650,Smartphone,336.24
1675,18,Female,62188,7051,Dustbin,278.13
1771,36,Female,123945,2865,Sofa,781.81
1869,63,Female,72859,7524,Sofa,598.73
1862,53,Female,76653,4339,Shoes,325.06
1378,60,Female,101513,4515,Laptop,16.7
1184,62,Female,122560,10500,Shoes,311.26
1146,26,Female,132180,9029,Laptop,678.88
1045,30,Female,52618,1453,Dustbin,631.57
1388,58,Male,140198,3214,TV,719.27
1792,27,Female,119227,6806,Shoes,980.16
1634,39,Male,81174,12395,Dustbin,544.08
1071,27,Female,120518,10239,Dustbin,882.02
1391,25,Male,77800,1863,TV,61.54
1560,59,Male,77100,10659,Laptop,920.04
1875,26,Female,86539,9600,Dustbin,608.58
1803,64,Female,144631,10622,Lamp,527.43
1365,20,Female,87664,10333,AC,963.06
1342,45,Male,87203,7577,Dustbin,487.08
1926,50,Male,146874,3935,TV,921.2
1371,40,Female,89350,10051,Laptop,950.26
1269,36,Male,50378,4015,Dustbin,730.17
1087,18,Female,98208,5212,Sofa,631.29
1324,40,Female,43256,3416,Smartphone,943.01
1245,46,Female,52326,10138,TV,914.27
1720,56,Male,48197,8408,Laptop,598.47
1972,49,Male,126699,9782,AC,530.92
1245,40,Female,114855,3440,AC,233.66
1079,22,Male,114735,958,Sofa,391.62
1700,67,Female,132955,1506,Clothes,922.65
1064,69,Male,92284,5148,Lamp,546.12
1147,45,Male,58188,5307,Sofa,611.65
1329,38,Male,63238,3971,Smartphone,389.85
1985,64,Female,126075,3560,Smartphone,37.04
1384,30,Male,57913,8343,Lamp,100.56
1955,50,Male,97978,8059,Laptop,410.4
1382,60,Female,82141,4118,Lamp,547.13
1386,44,Female,50879,4053,Laptop,826.08
1595,68,Female,72688,7030,Dustbin,143.06
1543,70,Female,87958,1206,Lamp,510.18
1216,20,Female,93127,12311,Shoes,900.79
1771,38,Female,133294,7492,Smartphone,143.28
1053,69,Female,126446,8400,TV,508.29
1046,39,Male,127321,3977,Shoes,169.11
1070,67,Male,104483,9395,Smartphone,601.9
1739,55,Male,56246,8426,Clothes,723.91
1328,32,Male,110725,3934,Clothes,829.83
1065,66,Female,76894,6825,TV,414.91
1269,34,Female,122235,271,Clothes,480.44
1453,21,Male,60560,12224,Sofa,465.23
1638,28,Male,47900,1049,AC,76.65
1854,19,Male,57694,698,Laptop,876.65
1640,62,Male,84286,9383,TV,524.77
1197,31,Male,54840,6913,Smartphone,14.22
1096,55,Male,102983,10741,Lamp,633.31
1823,27,Male,60120,10928,Lamp,356.08
1109,59,Male,71504,10053,AC,683.43
1109,59,Male,117898,10819,Clothes,752.49
1474,19,Male,54721,8642,TV,677
1751,35,Male,82424,5894,Clothes,291.62
1243,61,Male,139417,4147,Clothes,213.29
1477,70,Male,121938,7893,Shoes,369.12
1694,34,Male,84347,9551,Sofa,58.03
1049,32,Male,34671,8478,Laptop,315.34
1936,46,Female,88018,1819,Shoes,812.03
1137,63,Female,30036,7501,Smartphone,786.25
1154,40,Female,115674,1469,Sofa,901.6
1627,46,Male,53608,2158,Lamp,449.88
1050,48,Female,98429,4406,Shoes,99.42
1879,38,Female,100247,1942,Laptop,365.21
1126,37,Male,132167,8371,Clothes,703.82
1344,44,Female,43798,220,Smartphone,312.27
1170,26,Female,55806,7374,Dustbin,54.43
1762,26,Female,47799,3127,Clothes,125.89
1862,49,Female,81410,3699,Laptop,758.96
1448,63,Male,140117,10971,Laptop,47.07
1487,54,Male,71811,3245,Sofa,120.53
1311,54,Female,119321,8994,Lamp,285.63
1461,57,Male,113889,8189,Laptop,69.62
1673,23,Female,111810,3689,TV,347.89
1211,60,Female,61114,4275,Lamp,232.44
1972,56,Male,115428,6334,Shoes,517.32
1926,48,Female,110908,4085,Dustbin,240.94
1406,63,Female,76486,1735,Shoes,448.94
1388,44,Male,124259,9837,Dustbin,231.95
1909,23,Male,104878,4901,Laptop,175.22
1358,52,Male,112101,1613,Laptop,328.03
1284,68,Male,125651,3193,Smartphone,435.99
1781,39,Female,111946,10802,Dustbin,619.8
1343,68,Male,31853,1572,TV,559.08
1539,64,Male,126486,10753,AC,194.78
1254,26,Male,89588,2728,Dustbin,241.29
1172,61,Male,78482,8352,Shoes,360.84
1006,30,Male,142704,2985,Dustbin,675.95
1936,50,Female,66289,4262,AC,725.74
1070,33,Male,140121,3528,Shoes,813.86
1965,41,Female,79599,7682,Dustbin,927.39
1768,27,Female,141020,2898,AC,125.6
1932,28,Female,59123,5794,Clothes,779.38
1611,57,Female,50460,4285,Laptop,480.4
1569,43,Male,97831,5220,Laptop,722.22
1692,26,Male,143601,1198,Dustbin,106.45
1389,47,Female,55637,10284,Clothes,548.57
1584,50,Female,140342,1822,Shoes,14.76
1437,18,Male,89989,623,AC,106.13
1144,30,Male,80294,2374,Laptop,537.01
1954,37,Female,100037,5426,Laptop,633.02
1662,59,Female,65456,11360,Sofa,923.69
1592,70,Male,72283,6125,Shoes,67.31
1736,25,Male,101846,6469,Shoes,825.53
1429,40,Female,109804,7006,Laptop,249.16
1815,66,Male,88661,4473,Lamp,470.38
1331,39,Male,84055,4406,AC,694.63
1323,19,Female,53595,9389,AC,429.34
1000,52,Male,45664,7582,Shoes,151.34
1245,58,Female,133085,9171,Sofa,599.79
1652,69,Female,63019,10811,Sofa,867.03
1401,51,Male,32644,6273,Clothes,478.49
1487,40,Male,73181,7167,Lamp,338.62
1543,43,Female,67425,5404,Clothes,125.48
1408,49,Male,81837,6486,Shoes,507.14
1093,20,Female,123570,8457,Sofa,852.96
1531,48,Male,89555,1818,AC,79.55
1929,34,Male,147336,7095,Sofa,986.6
